sentence_id,text,aspect_term,term_polarity,from,to,categories,category_polarities,review_id
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",specials,neutral,101,109,"['food', 'service']","['conflict', 'negative']",
1891,"The food was really good, I had the onion soup and it was one of the best ever.",food,positive,4,8,['food'],['positive'],
1891,"The food was really good, I had the onion soup and it was one of the best ever.",onion soup,positive,36,46,['food'],['positive'],
3451,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,neutral,62,66,"['anecdotes/miscellaneous', 'price']","['positive', 'positive']",
1551,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,positive,144,149,"['service', 'ambience']","['positive', 'negative']",
3146,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",Dim Sum,negative,112,119,['food'],['conflict'],
3146,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",dinner,positive,25,31,['food'],['conflict'],
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,36,40,"['food', 'price']","['neutral', 'negative']",
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,60,64,"['food', 'price']","['neutral', 'negative']",
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",roll,negative,74,78,"['food', 'price']","['neutral', 'negative']",
1785,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",rice,neutral,135,139,"['food', 'price']","['neutral', 'negative']",
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",gin and tonic,neutral,45,58,['service'],['negative'],
3650,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",tonic,neutral,76,81,['service'],['negative'],
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",dim sum,negative,4,11,['food'],['negative'],
2084,"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",little dishes,negative,56,69,['food'],['negative'],
3193,"The service is ok, some of the people didn't get what they asked for.",service,neutral,4,11,['service'],['conflict'],
2212,If you want good authentic Thai this place is not the place to go.,Thai,negative,27,31,['food'],['negative'],
3426,I recommend getting a reservation even though we saw people seated without one.,reservation,neutral,22,33,['anecdotes/miscellaneous'],['neutral'],
1138,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,neutral,46,88,['food'],['neutral'],
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",roast duck,positive,17,27,['food'],['positive'],
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",pork,positive,29,33,['food'],['positive'],
128,"If you want some roast duck, pork or chicken on rice with ginger, try them out!",chicken on rice with ginger,positive,37,64,['food'],['positive'],
1008,"You order from a menu, so you leave feeling like you missed the full experience.",menu,negative,17,21,['anecdotes/miscellaneous'],['negative'],
2124,Staff is very accomodating.,Staff,positive,0,5,['service'],['positive'],
1950,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,reservation,neutral,66,77,['anecdotes/miscellaneous'],['neutral'],
1133,yourself a favor and have dinner here and see if you dont agree with me.,dinner,neutral,26,32,['anecdotes/miscellaneous'],['positive'],
2801,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,Sake,positive,28,32,['food'],['positive'],
2801,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,dishes,positive,68,74,['food'],['positive'],
2801,Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).,portion,neutral,43,50,['food'],['positive'],
224,"The food was terrific and the service classy, attentive, without being overbearing.",food,positive,4,8,"['food', 'service']","['positive', 'positive']",
224,"The food was terrific and the service classy, attentive, without being overbearing.",service,positive,30,37,"['food', 'service']","['positive', 'positive']",
2434,This is an amazing place to try some roti rolls.,roti rolls,positive,37,47,['food'],['positive'],
459,Fresh ingredients and everything is made to order.,ingredients,positive,6,17,['food'],['positive'],
3042,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",meal,positive,49,53,['service'],['positive'],
3042,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",food,positive,74,78,['service'],['positive'],
3042,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.",tip,positive,61,64,['service'],['positive'],
152,Quick and friendly service.,service,positive,19,26,['service'],['positive'],
2426,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",meat,neutral,51,55,['food'],['conflict'],
494,"Try the hot dogs too, they're snappy and delicious.",hot dogs,positive,8,16,['food'],['positive'],
1033,Delivery is fast too.,Delivery,positive,0,8,['service'],['positive'],
2486,"The noise level was unbearable, conversation impossible.",noise level,negative,4,15,['ambience'],['negative'],
2307,Personal pans are the perfect size for those hungry nights.,Personal pans,positive,0,13,['food'],['positive'],
1646,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,Spicy Fried Clam Rolls,positive,26,48,['food'],['positive'],
1646,Highly recommended is the Spicy Fried Clam Rolls and Spider Rolls.,Spider Rolls,positive,53,65,['food'],['positive'],
3255,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,menu,positive,116,120,['anecdotes/miscellaneous'],['positive'],
318,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,atmosphere,positive,4,14,"['ambience', 'price']","['positive', 'positive']",
198,"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.",place,positive,33,38,['ambience'],['neutral'],
1269,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,FOOD,neutral,71,75,['anecdotes/miscellaneous'],['negative'],
2062,just got back from lunch at Tamarind and it was excellent.,lunch,positive,19,24,['food'],['positive'],
3557,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",food quality,positive,92,104,['food'],['positive'],
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",man,negative,4,7,['service'],['negative'],
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,neutral,44,49,['service'],['negative'],
38,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",table,negative,104,109,['service'],['negative'],
